hu_ngram,n,count,en_word,en_pron,cost
társ + aji,2,0,she,ʃ i,0.7142857142857143
távol + ság,2,0,tall,t ɔ l,0.625
út + vonal,2,0,tall,t ɔ l,0.5714285714285714
üǧnök,1,0,joke,dʒ oʊ k,0.44000000000000006
son,1,0,sean,ʃ ɔ n,0.0
be + vezet,2,0,bet,b ɛ t,0.5714285714285714
be + vezet + és,3,0,bet,b ɛ t,0.6666666666666666
at + uŋk,2,0,took,t ʊ k,0.4
eLen + áL,2,0,n,ɛ n,0.6666666666666666
eLen + áL + ás,3,0,n,ɛ n,0.75
elme,1,0,m,ɛ m,0.5
kív + ül,2,0,call,k ɔ l,0.8
ség + é + vel,3,0,shell,ʃ ɛ l,0.5714285714285714
ɦíf,1,0,if,ɪ f,1.0
vid,1,0,v,v i,0.3333333333333333
vid + ék,2,0,vic,v ɪ k,0.4
nan,1,0,known,n oʊ n,0.6666666666666666
fertő,1,0,felt,f ɛ l t,0.6
fertő + z,2,0,felt,f ɛ l t,0.6666666666666666
fertő + z + és,3,0,fetish,f ɛ t ɪ ʃ,0.625
z + és,2,0,sh,ʃ,0.6666666666666666
gör,1,0,oh,oʊ,0.7333333333333334
gör + ög,2,0,oh,oʊ,0.8400000000000001
gör + ög + or,3,0,aw,ɔ,0.8571428571428571
ög,1,0,oh,oʊ,0.6
ög + or,2,0,aw,ɔ,0.75
ög + or + ʃág,3,0,loss,l ɔ s,0.8571428571428571
húsvét,1,0,have,h æ v,0.8333333333333334
ijan,1,0,in,ɪ n,0.5
jelz + ő,2,0,yell,j ɛ l,0.4
kor + ʃer,2,0,cos,k ɔ s,0.5
kor + ʃer + ű,3,0,cos,k ɔ s,0.5714285714285714
káp,1,0,keep,k i p,0.6666666666666666
kép + es + ség,3,0,keep,k i p,0.875
es + ség + e,3,0,share,ʃ ɛ ɹ,0.8333333333333334
et + kez + méɲ,3,0,m,ɛ m,0.75
kez + méɲ,2,0,m,ɛ m,0.6666666666666666
küzd,1,0,caused,k ɑ z d,0.5
le + tart,2,0,let,l ɛ t,0.5
le + tart + ó,3,0,let,l ɛ t,0.5714285714285714
tart + ó + ʃ,3,0,tits,t ɪ t s,0.6666666666666666
ó + ʃ,2,0,so,s oʊ,1.0
ó + ʃ + tat,3,0,state,s t eɪ t,0.6
ʃ + tat,2,0,state,s t eɪ t,0.5
tat + tá,2,0,taught,t ɔ t,0.8
tat + tá + k,3,0,take,t eɪ k,0.8333333333333334
meg + bíz,2,0,members,m ɛ m b ɝ z,0.6666666666666666
meg + oʃt,2,0,messed,m ɛ s t,0.3333333333333333
oʃt,1,0,lost,l ɔ s t,0.3333333333333333
oʃt + oT,2,0,lost,l ɔ s t,0.6
mek + tanul,2,0,men,m ɛ n,0.625
mek + tanul + t,3,0,meant,m ɛ n t,0.5555555555555556
meg + ér + t,3,0,met,m ɛ t,0.5
nap + tár,2,0,not,n ɑ t,0.8333333333333334
ɲar,1,0,a,ʌ,1.3333333333333333
sor + ok,2,0,shaw,ʃ ɔ,0.6
tat + ás + ok,3,0,talk,t ɔ k,0.5714285714285714
ʃámol + t,2,0,small,s m ɔ l,0.3333333333333333
ár + i,2,0,e,i,0.6666666666666666
viLá,1,0,v,v i,0.5
zat + ok,2,0,talk,t ɔ k,0.4
öʃtön,1,0,stone,s t oʊ n,0.24
öʃtön + díj,2,0,stone,s t oʊ n,0.525
üǧéʃ,1,0,juice,dʒ u s,0.75
ica,1,0,it's,ɪ t s,0.4
be + kerül,2,0,bell,b ɛ l,0.5714285714285714
lij,1,0,lee,l i,0.3333333333333333
ág + a,2,0,a,ʌ,1.3333333333333333
biʃtos + ít + ás,3,0,beast,b i s t,0.6
bűn + čel,2,0,tell,t ɛ l,0.625
bűn + čel + ek,3,0,tell,t ɛ l,0.7
čel,1,0,tell,t ɛ l,0.4
čel + ek,2,0,tell,t ɛ l,0.5714285714285714
čel + ek + méɲ,3,0,tell,t ɛ l,0.7
ek + méɲ,2,0,m,ɛ m,0.6
čal,1,0,tell,t ɛ l,0.8
čal + ód,2,0,told,t oʊ l d,0.7142857142857143
ód + oT,2,0,d'or,d ɔ ɹ,0.75
rata,1,0,to,t u,1.0
dok,1,0,d'or,d ɔ ɹ,0.6666666666666666
dok + um,2,0,doom,d u m,0.4
dok + um + en,3,0,men,m ɛ n,0.5714285714285714
um + en,2,0,men,m ɛ n,0.25
um + en + tum,3,0,meant,m ɛ n t,0.42857142857142855
en + tum,2,0,tomb,t u m,0.4
tum,1,0,tomb,t u m,0.0
eLenes,1,0,n,ɛ n,0.6666666666666666
feküt,1,0,effect,ɪ f ɛ k t,0.4
feküt + t,2,0,effect,ɪ f ɛ k t,0.5
fel + ɦív,2,0,fell,f ɛ l,0.5
fel + ʃerel,2,0,else,ɛ l s,0.625
ʃerel,1,0,sell,s ɛ l,0.4
ʃerel + t,2,0,set,s ɛ t,0.5
os + ak,2,0,talk,t ɔ k,0.75
lad,1,0,old,oʊ l d,0.6666666666666666
ǧalog,1,0,law,l ɔ,0.6
ǧeŋgé,1,0,ng,ɛ ŋ,0.6
joB,1,0,your,j ɔ ɹ,0.6666666666666666
járműv,1,0,move,m u v,0.8333333333333334
járműv + ek,2,0,make,m eɪ k,0.875
járváɲ,1,0,you've,j u v,0.8333333333333334
ak + ít + ás,3,0,act,æ k t,0.8333333333333334
köt + ni,2,0,coat,k oʊ t,0.44000000000000006
le + ǧőz,2,0,edge,ɛ dʒ,0.6
lop,1,0,law,l ɔ,0.3333333333333333
meg + áL,2,0,men,m ɛ n,0.8
mem,1,0,m,ɛ m,0.3333333333333333
mem + ór,2,0,m,ɛ m,0.6
öʃ,1,0,oh,oʊ,0.6
het + et + len,3,0,tell,t ɛ l,0.625
patak,1,0,take,t eɪ k,0.8
pi,1,0,p,p i,0.0
póló,1,0,play,p l eɪ,0.75
ég + é + t,3,0,to,t u,1.0
tán,1,0,turn,t ɝ n,0.6666666666666666
ʃerepl + őji,2,0,sell,s ɛ l,0.6666666666666666
jaji + t,2,0,it,ɪ t,0.6
ál + koʃ + hat,3,0,lost,l ɔ s t,0.5
koʃ + hat,2,0,crossed,k ɹ ɔ s t,0.5
hat + uŋk,2,0,took,t ʊ k,0.5
ter + e,2,0,tell,t ɛ l,0.75
tol,1,0,tall,t ɔ l,0.0
tévé,1,0,to,t u,1.0
Tük,1,0,co,k oʊ,1.0
vez + et + ék,3,0,vet,v ɛ t,0.5714285714285714
et + ék,2,0,et,ɛ t,0.5
el + ked + és,3,0,lead,l ɛ d,0.5714285714285714
ked + és,2,0,ed,ɛ d,0.6
víg,1,0,of,ʌ v,1.0
völǧ,1,0,voltage,v oʊ l t ʌ dʒ,0.55
záʃló,1,0,sale,s eɪ l,0.8
ít + és + e,3,0,tell,t ɛ l,0.8
év + é,2,0,of,ʌ v,1.0
ób,1,0,be,b i,1.0
ud,1,0,would,w ʊ d,0.5
öv,1,0,over,oʊ v ɝ,0.6
üzem + aɲag,2,0,m,ɛ m,0.75
eLen + tét,2,0,went,w ɛ n t,0.7142857142857143
fred,1,0,fed,f ɛ d,0.25
fő + ʃerepl,2,0,sell,s ɛ l,0.625
fő + ʃerepl + ő,3,0,sell,s ɛ l,0.6666666666666666
el + em + mel,3,0,mel,m ɛ l,0.5714285714285714
em + mel,2,0,mel,m ɛ l,0.4
halgat + ó,2,0,halt,h ɔ l t,0.7142857142857143
hoL,1,0,hall,h ɔ l,0.6666666666666666
hoL + an,2,0,horn,h ɔ ɹ n,0.6
dija,1,0,d,d i,0.5
es + ít + ő,3,0,et,ɛ t,0.6
jár + at,2,0,yet,j ɛ t,0.8
kelet,1,0,let,l ɛ t,0.4
kép + ez,2,0,cares,k ɛ ɹ z,0.6
ez + i,2,0,z,z i,0.3333333333333333
kör + út,2,0,coat,k oʊ t,0.44000000000000006
mek + tekint,2,0,meant,m ɛ n t,0.5555555555555556
móǦá,1,0,mm,m,0.75
nav,1,0,nov,n oʊ v,0.6666666666666666
nő + vér,2,0,nov,n oʊ v,0.8
phil,1,0,hill,h ɪ l,0.25
pont + ok,2,0,talk,t ɔ k,0.5
rad,1,0,do,d u,1.0
őr + i,2,0,e,i,0.6666666666666666
réteg,1,0,tell,t ɛ l,0.8
spor,1,0,shaw,ʃ ɔ,0.5
spor + tol,2,0,paul,p ɔ l,0.5714285714285714
spor + tol + ó,3,0,paul,p ɔ l,0.625
tol + ó,2,0,tall,t ɔ l,0.25
tika,1,0,tick,t ɪ k,0.25
ʃen + át,2,0,sent,s ɛ n t,0.2
át + or,2,0,talk,t ɔ k,0.75
terv + eji,2,0,very,v ɛ ɹ i,0.7142857142857143
sul,1,0,shoe,ʃ u,0.3333333333333333
túlz,1,0,tells,t ɛ l z,0.5
ugr,1,0,ou,u,0.6666666666666666
ugr + oT,2,0,aw,ɔ,0.8
ér + ték,2,0,take,t eɪ k,0.8
ér + ték + el,3,0,tell,t ɛ l,0.5714285714285714
ték,1,0,take,t eɪ k,0.6666666666666666
ték + el,2,0,tell,t ɛ l,0.4
ték + el + és,3,0,tell,t ɛ l,0.5714285714285714
el + és,2,0,l,ɛ l,0.5
örökös,1,0,co,k oʊ,0.7000000000000001
és + é + n,3,0,shown,ʃ oʊ n,0.75
be + köv,2,0,beck,b ɛ k,0.4
be + köv + et,3,0,bet,b ɛ t,0.5714285714285714
čatá,1,0,shit,ʃ ɪ t,0.8333333333333334
tum + ok,2,0,took,t ʊ k,0.4
eǧ + ip,2,0,jeep,dʒ i p,0.25
eǧ + ip + tom,3,0,jim,dʒ ɪ m,0.5714285714285714
ip,1,0,keep,k i p,0.5
ip + tom,2,0,it,ɪ t,0.6
éb,1,0,be,b i,1.0
el + len,2,0,l,ɛ l,0.6
el + len + őr,3,0,l,ɛ l,0.7142857142857143
len + őr,2,0,n,ɛ n,0.6
len + őr + i,3,0,any,ɛ n i,0.5
őr + i + z,3,0,is,ɪ z,0.5
i + z,2,0,is,ɪ z,0.0
ad + ás + ok,3,0,shaw,ʃ ɔ,0.6666666666666666
faj + ok,2,0,york,j ɔ ɹ k,0.6
fes,1,0,fresh,f ɹ ɛ ʃ,0.3333333333333333
fog + ad,2,0,ford,f ɔ ɹ d,0.6
foj + ad,2,0,ford,f ɔ ɹ d,0.6
foj + ad + ék,3,0,ford,f ɔ ɹ d,0.7142857142857143
haw,1,0,have,h æ v,0.6666666666666666
hoɱ,1,0,hall,h ɔ l,0.6666666666666666
zon,1,0,gone,g ɔ n,0.6666666666666666
hun,1,0,who,h u,0.3333333333333333
ka,1,0,co,k oʊ,1.0
ki + rándul,2,0,kindle,k ɪ n d ʌ l,0.5
ki + rándul + ás,3,0,kindle,k ɪ n d ʌ l,0.6
rándul,1,0,do,d u,0.6666666666666666
rándul + ás,2,0,do,d u,0.75
kép + vis,2,0,p,p i,0.6666666666666666
kép + vis + el,3,0,kill,k ɪ l,0.625
kéʃ + ít + és,3,0,cost,k ɑ s t,0.7142857142857143
lelkéʃ,1,0,less,l ɛ s,0.5
meg + váltoʃ,2,0,melt,m ɛ l t,0.5555555555555556
meg + váltoʃ + tat,3,0,lost,l ɔ s t,0.6666666666666666
mentes,1,0,meant,m ɛ n t,0.3333333333333333
mutat + tá,2,0,mu,m u,0.7142857142857143
mutat + tá + k,3,0,mu,m u,0.75
mérnök + i,2,0,nokia,n oʊ k i ʌ,0.6
réʃleg,1,0,said,s ɛ d,0.8333333333333334
sop,1,0,shaw,ʃ ɔ,0.3333333333333333
sup,1,0,shoe,ʃ u,0.3333333333333333
ʃerel + ő,2,0,sell,s ɛ l,0.5
ʃül + in,2,0,seen,s i n,0.4
ʃül + in + ap,3,0,sleep,s l i p,0.42857142857142855
in + ap,2,0,in,ɪ n,0.5
tar + tóʃ,2,0,tits,t ɪ t s,0.6666666666666666
tar + tóʃ + kod,3,0,scored,s k ɔ ɹ d,0.6666666666666666
tóʃ,1,0,it's,ɪ t s,0.6666666666666666
tóʃ + kod,2,0,scored,s k ɔ ɹ d,0.5
kod + ik,2,0,kick,k ɪ k,0.4
tiP,1,0,t,t i,0.3333333333333333
tud + om + ás,3,0,tomb,t u m,0.5714285714285714
om + ás,2,0,om,ɔ m,0.5
törž,1,0,toe,t oʊ,0.55
túl + él,2,0,tell,t ɛ l,0.8
val + en,2,0,n,ɛ n,0.6
tin,1,0,teen,t i n,0.0
zár + ja,2,0,is,ɪ z,1.0
ép + ít + kez,3,0,tells,t ɛ l z,0.7142857142857143
ít + kez,2,0,tells,t ɛ l z,0.6
ít + kez + és,3,0,tells,t ɛ l z,0.7142857142857143
éf + fordul,2,0,full,f ʊ l,0.625
éf + fordul + ó,3,0,full,f ʊ l,0.6666666666666666
üzemel,1,0,mel,m ɛ l,0.5
bijo,1,0,be,b i,0.5
börtön,1,0,boat,b oʊ t,0.5333333333333333
nom,1,0,norm,n ɔ ɹ m,0.3333333333333333
dátum,1,0,tomb,t u m,0.4
el + nev,2,0,never,n ɛ v ɝ,0.6
el + nev + ez,3,0,shelves,ʃ ɛ l v z,0.5714285714285714
nev + ez + és,3,0,never,n ɛ v ɝ,0.7142857142857143
és + ű,2,0,sh,ʃ,0.6666666666666666
ev + aŋ,2,0,ng,ɛ ŋ,0.5
ev + aŋ + gél,3,0,l,ɛ l,0.7142857142857143
aŋ + gél,2,0,all,ɔ l,1.0
gél,1,0,all,ɔ l,1.0
fel + lép,2,0,fell,f ɛ l,0.5
lép + ő,2,0,loop,l u p,0.75
ik + aj + il,3,0,kill,k ɪ l,0.5
aj + il,2,0,ill,ɪ l,0.5
aj + il + ag,3,0,ill,ɪ l,0.6666666666666666
il + ag,2,0,ill,ɪ l,0.5
fájl,1,0,feel,f i l,0.75
gon + dol + kot,3,0,oct,ɔ k t,0.6666666666666666
dol + kot,2,0,oct,ɔ k t,0.5
kot,1,0,court,k ɔ ɹ t,0.3333333333333333
dol + kod + ás,3,0,all,ɔ l,0.75
kod + ás,2,0,called,k ɔ l d,0.6
gumi,1,0,me,m i,0.5
hid,1,0,he'd,h i d,0.0
hoj,1,0,hall,h ɔ l,0.6666666666666666
hoj + wo,2,0,have,h æ v,0.8
hoj + wo + od,3,0,have,h æ v,0.8571428571428571
wo,1,0,von,v ɔ n,0.5
wo + od,2,0,von,v ɔ n,0.75
irodá + já,2,0,id,ɪ d,0.7142857142857143
kis + ep,2,0,keep,k i p,0.4
kis + ep + ség,3,0,keep,k i p,0.625
ep + ség,2,0,push,p ʊ ʃ,0.8
koɱ + flik,2,0,click,k l ɪ k,0.42857142857142855
koɱ + flik + tus,3,0,clicked,k l ɪ k t,0.5
flik,1,0,flick,f l ɪ k,0.0
flik + tus,2,0,fleet,f l i t,0.42857142857142855
tár + ban,2,0,been,b ɪ n,0.8333333333333334
köɲv + é,2,0,cove,k oʊ v,0.44000000000000006
mek + teʃ,2,0,mets,m ɛ t s,0.3333333333333333
mesé,1,0,mesh,m ɛ ʃ,0.25
mesél,1,0,mel,m ɛ l,0.4
mesél + t,2,0,melt,m ɛ l t,0.3333333333333333
mez,1,0,men's,m ɛ n z,0.3333333333333333
mű + sor + á,3,0,shaw,ʃ ɔ,0.6666666666666666
műv + el,2,0,mel,m ɛ l,0.4
műv + el + et,3,0,melt,m ɛ l t,0.42857142857142855
el + et,2,0,let,l ɛ t,0.25
naranč,1,0,not,n ɑ t,0.875
néf,1,0,knife,n aɪ f,0.6666666666666666
ek + ed + és,3,0,ed,ɛ d,0.6666666666666666
prób + áJ,2,0,pub,p ʌ b,0.8333333333333334
ol + óg + ija,3,0,all,ɔ l,0.7142857142857143
repül + ő + gép,3,0,help,h ɛ l p,0.7777777777777778
ő + gép,2,0,up,ʌ p,1.0
rob,1,0,aw,ɔ,0.6666666666666666
segít + ő,2,0,et,ɛ t,0.6666666666666666
sij,1,0,she,ʃ i,0.3333333333333333
óf,1,0,if,ɪ f,1.0
ʃorul,1,0,saul,s ɔ l,0.4
tanít + ó,2,0,tent,t ɛ n t,0.6666666666666666
tap,1,0,top,t ɑ p,0.6666666666666666
tap + aʃ,2,0,types,t aɪ p s,0.6
tap + aʃ + tal,3,0,still,s t ɪ l,0.75
aʃ + tal,2,0,still,s t ɪ l,0.6
aʃ + tal + at,3,0,still,s t ɪ l,0.7142857142857143
tal + at,2,0,tilt,t ɪ l t,0.6
at + ni,2,0,t,t i,0.5
vad + áʃ + at,3,0,vast,v æ s t,0.7142857142857143
áʃ + at,2,0,set,s ɛ t,0.75
éɲ + é,2,0,a,ʌ,1.3333333333333333
áLam + polgár,2,0,paul,p ɔ l,0.7
ér + dem,2,0,m,ɛ m,0.6
ér + dem + el,3,0,del,d ɛ l,0.5714285714285714
dem + el,2,0,del,d ɛ l,0.4
örök + ség,2,0,oak,oʊ k,0.7428571428571429
ül + ve,2,0,love,l ʌ v,0.75
ütköz,1,0,toes,t oʊ z,0.44000000000000006
alap + ok,2,0,law,l ɔ,0.6666666666666666
áB + ij,2,0,e,i,0.75
aƩ,1,0,a,ʌ,1.5
aƩ + iʃ,2,0,this,ð ɪ s,0.75
aƩ + iʃ + tens,3,0,east,i s t,0.625
iʃ + tens,2,0,east,i s t,0.5
tens,1,0,ten,t ɛ n,0.25
be + lép,2,0,bell,b ɛ l,0.4
bo,1,0,ball,b ɔ l,0.5
ó + n,2,0,in,ɪ n,1.0
eLen + ál,2,0,l,ɛ l,0.6666666666666666
ed + be,2,0,ed,ɛ d,0.5
ár + ban,2,0,been,b ɪ n,0.8
fel + ejt,2,0,felt,f ɛ l t,0.3333333333333333
ejt,1,0,et,ɛ t,0.3333333333333333
ejt + et,2,0,yet,j ɛ t,0.4
el + e,2,0,l,ɛ l,0.3333333333333333
fiǧelm + eʃ,2,0,film,f ɪ l m,0.5
fiǧelm + eʃ + tet,3,0,film,f ɪ l m,0.6363636363636364
tet + és,2,0,test,t ɛ s t,0.6
fojtat + ás,2,0,fought,f ɔ t,0.625
duJ,1,0,do,d u,0.3333333333333333
ǧűlöl,1,0,low,l oʊ,0.64
hajó + k,2,0,hook,h ʊ k,0.8
homok,1,0,hawk,h ɔ k,0.4
iráɲít + ás,2,0,it,ɪ t,0.75
jáĵ,1,0,you'd,j u d,0.8
ez + és + t,3,0,et,ɛ t,0.6
ki + ír,2,0,key,k i,0.5
tív,1,0,to,t u,1.0
köz + lem,2,0,coal,k oʊ l,0.5333333333333333
köz + lem + éɲ,3,0,coal,k oʊ l,0.65
lem,1,0,m,ɛ m,0.3333333333333333
lem + éɲ,2,0,m,ɛ m,0.6
közre,1,0,co,k oʊ,0.64
közre + működ,2,0,cocoa,k oʊ k oʊ,0.64
os + ít + oT,3,0,ought,ɔ t,0.6666666666666666
mű + véʃ + ek,3,0,sec,s ɛ k,0.5714285714285714
véʃ + ek,2,0,sec,s ɛ k,0.4
ɲaral,1,0,all,ɔ l,1.0
opera,1,0,pair,p ɛ ɹ,0.8
példáɲ,1,0,played,p l eɪ d,0.6666666666666666
sugárz,1,0,shoes,ʃ u z,0.5
sugárz + ás,2,0,shoes,ʃ u z,0.625
ág + ot,2,0,ought,ɔ t,0.5
tar + tom,2,0,om,ɔ m,0.6666666666666666
tar + tom + áɲ,3,0,om,ɔ m,0.75
tom + áɲ,2,0,om,ɔ m,0.6
terv + ez + ő,3,0,tells,t ɛ l z,0.7142857142857143
et + é + ben,3,0,ten,t ɛ n,0.5
pótl,1,0,put,p ʊ t,0.75
pótl + ás,2,0,put,p ʊ t,0.8333333333333334
vonul,1,0,von,v ɔ n,0.4
vonul + t,2,0,vault,v ɔ l t,0.3333333333333333
váǧ,1,0,verge,v ɝ dʒ,0.6666666666666666
áLapot + á,2,0,port,p ɔ ɹ t,0.7142857142857143
ásváɲ,1,0,sh,ʃ,0.8
éj + fél,2,0,feel,f i l,0.8
aG,1,0,a,ʌ,1.5
ana,1,0,in,ɪ n,1.0
be + ruɦá,2,0,boo,b u,0.6666666666666666
be + ruɦá + z,3,0,booze,b u z,0.5714285714285714
ruɦá + z,2,0,news,n u z,0.8
ruɦá + z + ás,3,0,news,n u z,0.8571428571428571
z + ás,2,0,sh,ʃ,0.6666666666666666
érm,1,0,mm,m,0.6666666666666666
érm + et,2,0,met,m ɛ t,0.4
bőv + ít,2,0,but,b ʌ t,0.8
čapat + á,2,0,shaped,ʃ eɪ p t,0.75
rác,1,0,it's,ɪ t s,0.8
jal,1,0,you'll,j u l,0.6666666666666666
eL + eɱ + fel,3,0,nfl,ɛ n ɛ f ɛ l,0.42857142857142855
eɱ + fel,2,0,fell,f ɛ l,0.4
t + é + vel,3,0,tell,t ɛ l,0.4
emelet,1,0,melt,m ɛ l t,0.3333333333333333
z + öT,2,0,oh,oʊ,0.7333333333333334
ijek,1,0,week,w i k,0.75
húz,1,0,his,h ɪ z,0.6666666666666666
kard,1,0,could,k ʊ d,0.75
kerít,1,0,kept,k ɛ p t,0.6
krum,1,0,coup,k u,0.5
krum + pli,2,0,cool,k u l,0.5714285714285714
pli,1,0,plea,p l i,0.0
kár + pát,2,0,kept,k ɛ p t,0.6666666666666666
pát,1,0,put,p ʊ t,0.6666666666666666
aJ,1,0,a,ʌ,1.5
köz + ǧűl,2,0,coal,k oʊ l,0.5333333333333333
köz + ǧűl + és,3,0,coal,k oʊ l,0.65
land,1,0,land,l æ n d,0.5
zuɦan,1,0,zoo,z u,0.6
ɦoz + ni,2,0,z,z i,0.6
moʃ,1,0,moss,m ɔ s,0.0
mű + emlék,2,0,mel,m ɛ l,0.5714285714285714
neɦéʃ,1,0,ness,n ɛ s,0.4
neɦéʃ + ség,2,0,ness,n ɛ s,0.625
reagál,1,0,l,ɛ l,0.6666666666666666
ül + ni,2,0,lee,l i,0.5
spec + ij + al,3,0,pets,p ɛ t s,0.6
ʃerver,1,0,ev,ɛ v,0.6666666666666666
koz + nak,2,0,calls,k ɔ l z,0.6666666666666666
teŋger + part,2,0,stepped,s t ɛ p t,0.7
váLal,1,0,val,v æ l,0.8
váLal + t,2,0,vault,v ɔ l t,0.6666666666666666
álm,1,0,mm,m,0.6666666666666666
éf + tized,2,0,feed,f i d,0.5714285714285714
tized,1,0,ted,t ɛ d,0.4
öČ,1,0,oh,oʊ,0.8
öƩeg,1,0,eh,ɛ,0.75
ca,1,0,it's,ɪ t s,0.75
eŋként,1,0,can't,k æ n t,0.6666666666666666
elemz,1,0,m,ɛ m,0.6
elemz + és,2,0,m,ɛ m,0.7142857142857143
el + végz,2,0,shelves,ʃ ɛ l v z,0.5
el + végz + és,3,0,shelves,ʃ ɛ l v z,0.625
végz + és,2,0,sh,ʃ,0.8333333333333334
el + árul,2,0,l,ɛ l,0.6666666666666666
árul,1,0,full,f ʊ l,0.75
árul + t,2,0,put,p ʊ t,0.8
fok + t,2,0,fought,f ɔ t,0.25
foj + ójirat,2,0,feet,f i t,0.6666666666666666
ójirat,1,0,it,ɪ t,0.6666666666666666
fordul + ó + já,3,0,full,f ʊ l,0.6666666666666666
ó + já,2,0,you,j u,1.0
aɲ,1,0,a,ʌ,1.5
ǧaji,1,0,g,dʒ i,0.5
kon + cen,2,0,ten,t ɛ n,0.625
kon + cen + trál,3,0,content,k ɑ n t ɛ n t,0.5833333333333334
cen,1,0,ten,t ɛ n,0.4
cen + trál,2,0,sent,s ɛ n t,0.5555555555555556
sel,1,0,shell,ʃ ɛ l,0.0
ít + eT + ek,3,0,tech,t ɛ k,0.5
eT + ek,2,0,check,tʃ ɛ k,0.75
kör + ül + öT,3,0,coal,k oʊ l,0.6
ül + öT,2,0,low,l oʊ,0.55
köʃ + poɲťá,2,0,koch,k ɔ tʃ,0.625
poɲťá + ban,2,0,pawn,p ɔ n,0.625
ɦet + tek,2,0,tech,t ɛ k,0.5
jen,1,0,yen,j ɛ n,0.0
mek + hív,2,0,ev,ɛ v,0.6666666666666666
men + eĵ,2,0,end,ɛ n d,0.5714285714285714
men + eĵ + er,3,0,end,ɛ n d,0.6666666666666666
eĵ,1,0,ed,ɛ d,0.5
eĵ + er,2,0,ed,ɛ d,0.6666666666666666
moɲ,1,0,more,m ɔ ɹ,0.6666666666666666
ʃig,1,0,see,s i,0.3333333333333333
pan,1,0,pain,p eɪ n,0.6666666666666666
pléb,1,0,play,p l eɪ,0.75
pléb + án,2,0,plan,p l æ n,0.6666666666666666
ak + kal,2,0,call,k ɔ l,0.8
et + és + nap,3,0,n,ɛ n,0.7142857142857143
és + nap,2,0,ship,ʃ ɪ p,0.8
tető,1,0,test,t ɛ s t,0.5
tiʃ + tel + ed,3,0,instead,ɪ n s t ɛ d,0.5
tel + ed,2,0,tell,t ɛ l,0.4
téɲ + ez,2,0,tells,t ɛ l z,0.6
téɲ + ez + ő,3,0,tells,t ɛ l z,0.6666666666666666
var,1,0,of,ʌ v,1.0
var + áž,2,0,of,ʌ v,1.0
var + áž + lat,3,0,vault,v ɔ l t,0.75
áž + lat,2,0,lot,l ɑ t,0.8
vág + oT,2,0,von,v ɔ n,0.8
aʃ + ťák,2,0,such,s ʌ tʃ,0.8
ťák,1,0,check,tʃ ɛ k,0.6666666666666666
koz + ó + k,3,0,calls,k ɔ l z,0.6
jű,1,0,you,j u,1.0
el + t + e,3,0,l,ɛ l,0.5
adad,1,0,did,d ɪ d,0.75
adad + bázis,2,0,dish,d ɪ ʃ,0.6666666666666666
arc + om,2,0,saw,s ɔ,0.7142857142857143
bar + laŋg,2,0,long,l ɔ ŋ,0.8571428571428571
laŋg,1,0,long,l ɔ ŋ,0.75
botráɲ,1,0,bot,b ɔ t,0.5
búčú,1,0,but,b ʌ t,0.8333333333333334
bú,1,0,be,b i,1.0
bú + tor,2,0,but,b ʌ t,0.8
tor + ok,2,0,talk,t ɔ k,0.4
doboz,1,0,dogs',d ɔ g z,0.6
eŋget,1,0,et,ɛ t,0.6
el + es,2,0,l,ɛ l,0.5
el + lop,2,0,help,h ɛ l p,0.6
elő + dönt,2,0,don't,d oʊ n t,0.4571428571428572
elő + dönt + ő,3,0,don't,d oʊ n t,0.525
eŋget + t,2,0,et,ɛ t,0.6666666666666666
ek + hez,2,0,heads,h ɛ d z,0.6
ség + em,2,0,m,ɛ m,0.6
alm + á,2,0,mm,m,0.75
alm + á + t,3,0,might,m aɪ t,0.8
ó + ban,2,0,been,b ɪ n,0.75
ije,1,0,yet,j ɛ t,0.6666666666666666
ǧakorl,1,0,call,k ɔ l,0.5
haŋk,1,0,hank,h æ ŋ k,0.5
haŋk + súj,2,0,hank,h æ ŋ k,0.7142857142857143
harcol,1,0,hall,h ɔ l,0.625
tlan,1,0,tell,t ɛ l,0.75
hű + ség,2,0,sh,ʃ,0.8
hű + ség + es,3,0,heh,h ɛ,0.7142857142857143
jáC + ó,2,0,yet,j ɛ t,0.8333333333333334
kor + om,2,0,om,ɔ m,0.6
tel + en + ség,3,0,tell,t ɛ l,0.625
köʃ + pond,2,0,spend,s p ɛ n d,0.5714285714285714
pond + ban,2,0,pawn,p ɔ n,0.5714285714285714
lát + ogat,2,0,taught,t ɔ t,0.5714285714285714
lát + ogat + oT,3,0,taught,t ɔ t,0.6666666666666666
láz + ad,2,0,old,oʊ l d,0.8
meg + bíz + ás,3,0,mesh,m ɛ ʃ,0.625
bíz + ás,2,0,boys,b ɔɪ z,0.8
ral,1,0,all,ɔ l,1.0
nép + ʃav,2,0,nice,n aɪ s,0.8333333333333334
olvas + ó,2,0,all,ɔ l,0.6666666666666666
rak,1,0,co,k oʊ,1.0
véɲ + ek,2,0,check,tʃ ɛ k,0.8
sher,1,0,heh,h ɛ,0.5
ʃab + ad,2,0,said,s ɛ d,0.8
ʃab + ad + ul,3,0,bull,b ʊ l,0.5714285714285714
ad + ul,2,0,do,d u,0.5
ad + ul + t,3,0,do,d u,0.6
aʃ + tal + t,3,0,still,s t ɪ l,0.6666666666666666
tal + t,2,0,tilt,t ɪ l t,0.5
tud + at,2,0,to,t u,0.6
