hu_ngram,n,en_word,en_pron,cost,count
ram + já,2,mom,m ɑ m,2.44,4
ram + ok,2,mom,m ɑ m,2.44,4
rek + on,2,check,tʃ ɛ k,2.44,4
röv + id,2,nov,n oʊ v,2.44,4
seny + ek,2,shell,ʃ ɛ l,2.44,4
seny + ez,2,shell,ʃ ɛ l,2.44,4
si + on,2,shit,ʃ ɪ t,2.44,4
siv + at,2,give,g ɪ v,2.44,4
szék + i,2,sick,s ɪ k,2.44,4
tal + om,2,top,t ɑ p,2.44,4
tem + at,2,time,t aɪ m,2.44,4
ter + ek,2,tell,t ɛ l,2.44,4
tett + ek,2,tell,t ɛ l,2.44,4
tiv + it,2,give,g ɪ v,2.44,4
tor + ok,2,talk,t ɔ k,2.44,4
túl + i,2,tell,t ɛ l,2.44,4
unk + on,2,inc,ɪ ŋ k,2.44,4
ved + és,2,said,s ɛ d,2.44,4
vel + en,2,well,w ɛ l,2.44,4
vid + ék,2,did,d ɪ d,2.44,4
vit + el,2,shit,ʃ ɪ t,2.44,4
vit + or,2,shit,ʃ ɪ t,2.44,4
zat + ok,2,not,n ɑ t,2.44,4
zsidó + k,2,did,d ɪ d,2.44,4
ény + e,2,snow,s n oʊ,2.44,4
ölcs + ök,2,old,oʊ l d,2.44,4
ön + tud,2,ain't,eɪ n t,2.44,4
pszic + ho,2,please,p l i z,2.458,6
ad + t,2,and,ʌ n d,2.465,14
et + ei,2,step,s t ɛ p,2.47,13
mény + e,2,mind,m aɪ n d,2.47,11
be + oszt,2,blog,b l ɔ g,2.47,8
el + ei,2,flesh,f l ɛ ʃ,2.47,7
ele + jé,2,flesh,f l ɛ ʃ,2.47,6
er + ika,2,click,k l ɪ k,2.47,5
eset + é,2,sweat,s w ɛ t,2.47,4
as + szony,2,stone,s t oʊ n,2.482,18
fürd + ő,2,find,f aɪ n d,2.482,13
acs + ony,2,stone,s t oʊ n,2.482,6
ács + adó,2,blood,b l ʌ d,2.482,5
jön + nek,2,y'all,j ɔ l,2.49,7
jö + het,2,y'all,j ɔ l,2.49,5
é + ben,2,spent,s p ɛ n t,2.5,127
á + ban,2,blonde,b l ɑ n d,2.5,121
áb + an,2,blonde,b l ɑ n d,2.5,42
ő + ben,2,spent,s p ɛ n t,2.5,18
és + en,2,spent,s p ɛ n t,2.5,17
k + ban,2,blonde,b l ɑ n d,2.5,12
ó + ban,2,blonde,b l ɑ n d,2.5,12
k + ben,2,spent,s p ɛ n t,2.5,9
ób + an,2,blonde,b l ɑ n d,2.5,6
jut + tat,2,use,j u s,2.507,11
gyul + lad,2,june,dʒ u n,2.507,8
at + a,2,stop,s t ɑ p,2.52,33
at + i,2,still,s t ɪ l,2.52,29
um + i,2,smith,s m ɪ θ,2.52,9
aj + don,2,and,ʌ n d,2.523,45
szül + et,2,full,f ʊ l,2.523,33
nyom + ás,2,home,h oʊ m,2.523,18
jai + t,2,young,j ʌ ŋ,2.523,13
nyom + oz,2,home,h oʊ m,2.523,12
ünk + et,2,inc,ɪ ŋ k,2.523,10
gyül + ek,2,full,f ʊ l,2.523,9
or + din,2,old,oʊ l d,2.523,9
an + szír,2,and,ʌ n d,2.523,8
csod + ál,2,code,k oʊ d,2.523,8
szül + in,2,full,f ʊ l,2.523,8
an + az,2,and,ʌ n d,2.523,7
an + csol,2,and,ʌ n d,2.523,7
an + an,2,and,ʌ n d,2.523,6
függ + és,2,full,f ʊ l,2.523,6
csom + ag,2,home,h oʊ m,2.523,5
ol + tA/,2,old,oʊ l d,2.523,5
sül + lyed,2,should,ʃ ʊ d,2.523,5
an + ar,2,and,ʌ n d,2.523,4
csodá + k,2,code,k oʊ d,2.523,4
csüt + ör,2,put,p ʊ t,2.523,4
dül + et,2,full,f ʊ l,2.523,4
faj + ok,2,fuck,f ʌ k,2.523,4
füg + göny,2,full,f ʊ l,2.523,4
jai + n,2,young,j ʌ ŋ,2.523,4
jük + et,2,look,l ʊ k,2.523,4
küsz + öb,2,could,k ʊ d,2.523,4
nyom + ok,2,home,h oʊ m,2.523,4
ol + nak,2,old,oʊ l d,2.523,4
on + szám,2,owned,oʊ n d,2.523,4
szap + pan,2,some,s ʌ m,2.523,4
ünk + re,2,inc,ɪ ŋ k,2.523,4
es + en,2,spent,s p ɛ n t,2.55,90
el + len,2,spent,s p ɛ n t,2.55,44
egy + en,2,spent,s p ɛ n t,2.55,23
ebb + en,2,spent,s p ɛ n t,2.55,14
ez + en,2,spent,s p ɛ n t,2.55,6
eg + en,2,spent,s p ɛ n t,2.55,4
ev + an,2,blonde,b l ɑ n d,2.55,4
szál + lít,2,spent,s p ɛ n t,2.56,30
ogat + ó,2,spots,s p ɑ t s,2.56,13
szín + ész,2,states,s t eɪ t s,2.56,13
ott + unk,2,blank,b l æ ŋ k,2.56,9
at + unk,2,blank,b l æ ŋ k,2.56,6
ítél + t,2,styles,s t aɪ l z,2.56,6
ő + ként,2,spent,s p ɛ n t,2.56,5
adu + nk,2,blank,b l æ ŋ k,2.56,4
bány + ász,2,blocks,b l ɑ k s,2.56,4
ol + ult,2,plant,p l æ n t,2.56,4
tén + ész,2,tweets,t w i t s,2.56,4
át + lép,2,stamp,s t æ m p,2.56,4
és + ek,2,black,b l æ k,2.57,121
ál + lom,2,small,s m ɔ l,2.57,27
é + hez,2,please,p l i z,2.57,26
ít + tA/,2,stop,s t ɑ p,2.57,26
ód + ott,2,small,s m ɔ l,2.57,22
őd + ött,2,close,k l oʊ s,2.57,18
óg + us,2,stood,s t ʊ d,2.57,17
ás + os,2,small,s m ɔ l,2.57,15
ély + ez,2,please,p l i z,2.57,15
ély + ek,2,black,b l æ k,2.57,13
év + ek,2,black,b l æ k,2.57,12
áll + am,2,stop,s t ɑ p,2.57,10
ár + is,2,still,s t ɪ l,2.57,10
ve + tté,2,left,l ɛ f t,2.57,9
ény + ez,2,please,p l i z,2.57,9
rend + jé,2,went,w ɛ n t,2.57,7
vev + ő,2,left,l ɛ f t,2.57,7
ér + ett,2,step,s t ɛ p,2.57,7
ész + ek,2,black,b l æ k,2.57,7
ügy + ek,2,black,b l æ k,2.57,7
ás + uk,2,black,b l æ k,2.57,6
é + ig,2,still,s t ɪ l,2.57,6
ó + hely,2,step,s t ɛ p,2.57,6
ő + hely,2,step,s t ɛ p,2.57,6
őd + tek,2,black,b l æ k,2.57,6
bb + ször,2,place,p l eɪ s,2.57,5
ég + ett,2,step,s t ɛ p,2.57,5
ív + um,2,claim,k l eɪ m,2.57,5
ru + ár,2,looks,l ʊ k s,2.57,4
á + ig,2,still,s t ɪ l,2.57,4
ág + os,2,small,s m ɔ l,2.57,4
án + us,2,stood,s t ʊ d,2.57,4
ár + am,2,stop,s t ɑ p,2.57,4
ás + om,2,small,s m ɔ l,2.57,4
át + tör,2,close,k l oʊ s,2.57,4
éh + ez,2,please,p l i z,2.57,4
ér + ek,2,black,b l æ k,2.57,4
ó + szer,2,step,s t ɛ p,2.57,4
ki + indul,2,cleaned,k l i n d,2.59,4
el + kész,2,blocks,b l ɑ k s,2.6,19
élv + ez,2,flags,f l æ g z,2.6,17
él + het,2,plant,p l æ n t,2.6,10
ül + nek,2,blank,b l æ ŋ k,2.6,8
él + zet,2,plant,p l æ n t,2.6,6
ös + en,2,spent,s p ɛ n t,2.6,6
ít + kez,2,styles,s t aɪ l z,2.6,5
ef + ánt,2,spent,s p ɛ n t,2.6,4
étk + ez,2,styles,s t aɪ l z,2.6,4
ez + ett,2,step,s t ɛ p,2.62,61
es + ebb,2,step,s t ɛ p,2.62,42
es + ek,2,black,b l æ k,2.62,38
egy + ez,2,please,p l i z,2.62,28
ett + ek,2,black,b l æ k,2.62,25
et + tA/,2,stop,s t ɑ p,2.62,22
ed + ett,2,step,s t ɛ p,2.62,20
er + ek,2,black,b l æ k,2.62,17
ez + ek,2,black,b l æ k,2.62,17
es + ett,2,step,s t ɛ p,2.62,14
ve + tte,2,left,l ɛ f t,2.62,11
el + jut,2,state,s t eɪ t,2.62,10
es + szor,2,small,s m ɔ l,2.62,7
eg + er,2,step,s t ɛ p,2.62,5
ett + ebb,2,step,s t ɛ p,2.62,5
ed + tek,2,black,b l æ k,2.62,4
edzs + er,2,step,s t ɛ p,2.62,4
ev + er,2,step,s t ɛ p,2.62,4
és + ük,2,black,b l æ k,2.632,6
et + kez,2,styles,s t aɪ l z,2.64,54
el + ked,2,planned,p l æ n d,2.64,40
határ + oz,2,hot,h ɑ t,2.64,34
eny + ség,2,end,ɛ n d,2.64,25
kötel + ez,2,coat,k oʊ t,2.64,17
fele + ség,2,fell,f ɛ l,2.64,14
fel + dolg,2,fell,f ɛ l,2.64,13
elm + ez,2,flags,f l æ g z,2.64,12
minő + ség,2,min,m ɪ n,2.64,12
telep + ül,2,tell,t ɛ l,2.64,12
min + dket,2,min,m ɪ n,2.64,11
elm + et,2,plant,p l æ n t,2.64,9
fel + ügyel,2,fell,f ɛ l,2.64,9
el + nek,2,blank,b l æ ŋ k,2.64,8
el + vesz,2,blocks,b l ɑ k s,2.64,8
minő + sít,2,min,m ɪ n,2.64,8
holt + test,2,hall,h ɔ l,2.64,7
ki + mutat,2,kim,k ɪ m,2.64,7
ki + talál,2,kit,k ɪ t,2.64,7
tele + fon,2,tell,t ɛ l,2.64,7
telen + ül,2,tell,t ɛ l,2.64,7
tölt + eni,2,toll,t oʊ l,2.64,7
dip + lomá,2,dip,d ɪ p,2.64,6
fedez + és,2,fed,f ɛ d,2.64,6
kon + gres,2,kong,k ɔ ŋ,2.64,6
kötel + es,2,coat,k oʊ t,2.64,6
vonal + ak,2,von,v ɔ n,2.64,6
ön + gyil,2,owned,oʊ n d,2.64,6
beteg + ek,2,bet,b ɛ t,2.64,5
fel + ajánl,2,fell,f ɛ l,2.64,5
fel + emel,2,fell,f ɛ l,2.64,5
hatalm + á,2,hot,h ɑ t,2.64,5
hitel + es,2,hit,h ɪ t,2.64,5
nyék + é,2,neck,n ɛ k,2.64,5
növény + ek,2,nov,n oʊ v,2.64,5
ony + tal,2,ain't,eɪ n t,2.64,5
tekint + ő,2,tech,t ɛ k,2.64,5
vány + a,2,van,v æ n,2.64,5
belse + jé,2,bell,b ɛ l,2.64,4
elv + ek,2,blank,b l æ ŋ k,2.64,4
eny + ked,2,end,ɛ n d,2.64,4
et + hez,2,styles,s t aɪ l z,2.64,4
fel + ment,2,fell,f ɛ l,2.64,4
fel + állít,2,fell,f ɛ l,2.64,4
katoná + k,2,caught,k ɑ t,2.64,4
ki + derül,2,kid,k ɪ d,2.64,4
nyer + em,2,net,n ɛ t,2.64,4
nyer + ni,2,net,n ɛ t,2.64,4
növel + és,2,nov,n oʊ v,2.64,4
vonal + at,2,von,v ɔ n,2.64,4
vonul + ás,2,von,v ɔ n,2.64,4
ött + ek,2,black,b l æ k,2.67,11
ön + leg,2,step,s t ɛ p,2.67,9
ög + or,2,small,s m ɔ l,2.67,4
öv + ez,2,please,p l i z,2.67,4
egy + üt,2,state,s t eɪ t,2.682,12
ez + zük,2,black,b l æ k,2.682,10
köz + pont,2,cos,k ɔ s,2.69,25
fizet + és,2,fees,f i z,2.69,8
tök + élet,2,talk,t ɔ k,2.69,7
fizet + ni,2,fees,f i z,2.69,5
föld + szint,2,fall,f ɔ l,2.69,5
szisz + tens,2,cease,s i s,2.69,4
kul + túrá,2,cool,k u l,2.707,11
nyug + odt,2,news,n u z,2.707,4
fel + tétel,2,felt,f ɛ l t,2.72,15
szán + dék,2,sound,s aʊ n d,2.72,14
ön + böz,2,smells,s m ɛ l z,2.72,14
at + ív,2,steve,s t i v,2.72,12
al + ék,2,black,b l æ k,2.72,10
om + ás,2,smash,s m æ ʃ,2.72,9
ul + ás,2,flash,f l æ ʃ,2.72,9
pél + dány,2,pulled,p ʊ l d,2.72,8
ik + ál,2,school,s k u l,2.72,7
ut + án,2,stone,s t oʊ n,2.72,7
at + ék,2,stock,s t ɑ k,2.72,6
kén + tes,2,can't,k æ n t,2.72,5
fel + támad,2,felt,f ɛ l t,2.72,4
ik + án,2,skin,s k ɪ n,2.72,4
iká + t,2,scott,s k ɑ t,2.72,4
im + ál,2,small,s m ɔ l,2.72,4
plat + form,2,plot,p l ɑ t,2.72,4
hang + súly,2,hung,h ʌ ŋ,2.723,9
tanít + ás,2,ton,t ʌ n,2.723,9
ony + ság,2,owned,oʊ n d,2.723,8
ony + abb,2,owned,oʊ n d,2.723,7
tanul + ás,2,ton,t ʌ n,2.723,7
tanít + ott,2,ton,t ʌ n,2.723,7
hang + szer,2,hung,h ʌ ŋ,2.723,6
ony + os,2,owned,oʊ n d,2.723,5
szabad + ít,2,sub,s ʌ b,2.723,5
szakít + ott,2,suck,s ʌ k,2.723,5
tan + könyv,2,tongue,t ʌ ŋ,2.723,5
hangz + ás,2,hung,h ʌ ŋ,2.723,4
madar + ak,2,mud,m ʌ d,2.723,4
oldal + ak,2,old,oʊ l d,2.723,4
kül + föld,2,cool,k u l,2.757,6
külön + ít,2,cool,k u l,2.757,4
j]=et + té,2,spent,s p ɛ n t,2.8,18
lgat + ás,2,spots,s p ɑ t s,2.8,9
spir + ál,2,speaks,s p i k s,2.83,4
ás + t,2,that,ð æ t,2.84,169
és + t,2,that,ð æ t,2.84,156
ez + és,2,end,ɛ n d,2.84,146
es + ség,2,end,ɛ n d,2.84,85
erő + s,2,end,ɛ n d,2.84,48
em + ény,2,end,ɛ n d,2.84,47
et + és,2,it's,ɪ t s,2.84,46
ez + ni,2,end,ɛ n d,2.84,43
ed + és,2,end,ɛ n d,2.84,41
es + ít,2,end,ɛ n d,2.84,40
i + ség,2,it's,ɪ t s,2.84,40
ít + ő,2,it's,ɪ t s,2.84,40
ál + t,2,that,ð æ t,2.84,38
el + ér,2,old,oʊ l d,2.84,35
já + n,2,one,w ʌ n,2.84,34
is + ta,2,it's,ɪ t s,2.84,33
ir + ány,2,it's,ɪ t s,2.84,31
at + ás,2,it's,ɪ t s,2.84,30
ít + ó,2,it's,ɪ t s,2.84,28
el + lát,2,end,ɛ n d,2.84,27
ér + t,2,that,ð æ t,2.84,26
áll + t,2,that,ð æ t,2.84,22
ír + t,2,that,ð æ t,2.84,21
ok + ra,2,x,ɛ k s,2.84,20
él + ő,2,old,oʊ l d,2.84,19
el + jár,2,end,ɛ n d,2.84,18
ez + ve,2,end,ɛ n d,2.84,18
tté + k,2,like,l aɪ k,2.84,18
z + ás,2,wish,w ɪ ʃ,2.84,18
hő + s,2,have,h æ v,2.84,17
ös + ség,2,old,oʊ l d,2.84,17
epl + ő,2,end,ɛ n d,2.84,15
ellen + áll,2,spent,s p ɛ n t,2.84,14
jé + n,2,one,w ʌ n,2.84,14
nő + tt,2,not,n ɑ t,2.84,14
is + tá,2,it's,ɪ t s,2.84,13
iz + ál,2,it's,ɪ t s,2.84,13
at + ra,2,it's,ɪ t s,2.84,12
ed + ék,2,end,ɛ n d,2.84,12
elm + i,2,old,oʊ l d,2.84,12
em + be,2,end,ɛ n d,2.84,12
idő + s,2,it's,ɪ t s,2.84,12
em + re,2,end,ɛ n d,2.84,11
im + ád,2,it's,ɪ t s,2.84,11
ven + ni,2,when,w ɛ n,2.84,11
alm + i,2,old,oʊ l d,2.84,10
el + ni,2,old,oʊ l d,2.84,10
z + és,2,wish,w ɪ ʃ,2.84,10
él + t,2,that,ð æ t,2.84,10
alm + á,2,old,oʊ l d,2.84,9
ez + őd,2,end,ɛ n d,2.84,9
il + la,2,it's,ɪ t s,2.84,9
lát + t,2,like,l aɪ k,2.84,9
aszt + ó,2,ain't,eɪ n t,2.84,8
edz + és,2,end,ɛ n d,2.84,8
el + ég,2,old,oʊ l d,2.84,8
elm + é,2,old,oʊ l d,2.84,8
ere + jé,2,spent,s p ɛ n t,2.84,8
es + és,2,end,ɛ n d,2.84,8
et + re,2,it's,ɪ t s,2.84,8
idő + k,2,it's,ɪ t s,2.84,8
ak + ár,2,x,ɛ k s,2.84,7
ek + be,2,end,ɛ n d,2.84,7
elm + e,2,old,oʊ l d,2.84,7
elv + e,2,old,oʊ l d,2.84,7
es + ég,2,end,ɛ n d,2.84,7
lő + tt,2,like,l aɪ k,2.84,7
ul + ál,2,old,oʊ l d,2.84,7
élet + es,2,plates,p l eɪ t s,2.84,7
ó + nő,2,and,ʌ n d,2.84,7
csé + s,2,wish,w ɪ ʃ,2.84,6
ed + ni,2,end,ɛ n d,2.84,6
el + la,2,end,ɛ n d,2.84,6
ellen + tét,2,spent,s p ɛ n t,2.84,6
ul + ni,2,old,oʊ l d,2.84,6
vin + ni,2,with,w ɪ ð,2.84,6
ál + ó,2,old,oʊ l d,2.84,6
élet + em,2,plates,p l eɪ t s,2.84,6
a + ug,2,would,w ʊ d,2.84,5
al + óg,2,old,oʊ l d,2.84,5
alm + a,2,old,oʊ l d,2.84,5
at + ár,2,it's,ɪ t s,2.84,5
ed + re,2,end,ɛ n d,2.84,5
el + ve,2,old,oʊ l d,2.84,5
el + vi,2,old,oʊ l d,2.84,5
el + őtt,2,old,oʊ l d,2.84,5
er + ál,2,end,ɛ n d,2.84,5
es + mi,2,end,ɛ n d,2.84,5
et + be,2,end,ɛ n d,2.84,5
et + ta,2,end,ɛ n d,2.84,5
ik + li,2,it's,ɪ t s,2.84,5
iz + ra,2,it's,ɪ t s,2.84,5
ak + ra,2,x,ɛ k s,2.84,4
at + ni,2,it's,ɪ t s,2.84,4
csol + ja,2,long,l ɔ ŋ,2.84,4
egy + én,2,end,ɛ n d,2.84,4
el + rendel,2,spend,s p ɛ n d,2.84,4
er + át,2,end,ɛ n d,2.84,4
er + ék,2,end,ɛ n d,2.84,4
erő + k,2,end,ɛ n d,2.84,4
eszt + ő,2,end,ɛ n d,2.84,4
et + ni,2,it's,ɪ t s,2.84,4
ez + ít,2,end,ɛ n d,2.84,4
iká + k,2,it's,ɪ t s,2.84,4
oszt + ó,2,ain't,eɪ n t,2.84,4
ré + s,2,wish,w ɪ ʃ,2.84,4
ék + á,2,x,ɛ k s,2.84,4
élet + ed,2,plates,p l eɪ t s,2.84,4
ély + t,2,that,ð æ t,2.84,4
ünnep + ek,2,steps,s t ɛ p s,2.84,4
lép + és,2,lips,l ɪ p s,2.87,31
ika + i,2,scott,s k ɑ t,2.87,28
lát + ás,2,let's,l ɛ t s,2.87,28
at + ai,2,stop,s t ɑ p,2.87,23
test + vér,2,tent,t ɛ n t,2.87,19
fenn + tart,2,went,w ɛ n t,2.87,17
hál + óz,2,held,h ɛ l d,2.87,16
mond + hat,2,meant,m ɛ n t,2.87,16
meg + tart,2,meant,m ɛ n t,2.87,13
túl + él,2,told,t oʊ l d,2.87,13
lít + ás,2,let's,l ɛ t s,2.87,12
képz + ő,2,calls,k ɔ l z,2.87,10
nál + ás,2,nails,n eɪ l z,2.87,10
rendel + t,2,send,s ɛ n d,2.87,10
meg + szerz,2,makes,m eɪ k s,2.87,9
ipar + i,2,spot,s p ɑ t,2.87,8
akar + t,2,scott,s k ɑ t,2.87,7
lép + ni,2,lips,l ɪ p s,2.87,7
meg + szerv,2,makes,m eɪ k s,2.87,7
mű + tét,2,meets,m i t s,2.87,7
száll + ni,2,self,s ɛ l f,2.87,7
sít + és,2,shots,ʃ ɑ t s,2.87,7
vált + ó,2,felt,f ɛ l t,2.87,7
cen + trál,2,went,w ɛ n t,2.87,6
fes + tmény,2,felt,f ɛ l t,2.87,6
flik + tus,2,click,k l ɪ k,2.87,6
kérd + ő,2,called,k ɔ l d,2.87,6
pont + ban,2,pound,p aʊ n d,2.87,6
szof + tver,2,soft,s ɑ f t,2.87,6
fél + év,2,field,f i l d,2.87,5
hét + fő,2,hits,h ɪ t s,2.87,5
listá + já,2,lift,l ɪ f t,2.87,5
lémá + k,2,lamp,l æ m p,2.87,5
mond + ani,2,mind,m aɪ n d,2.87,5
mányz + ó,2,miles,m aɪ l z,2.87,5
tér + ni,2,twin,t w ɪ n,2.87,5
tít + ás,2,tits,t ɪ t s,2.87,5
autó + k,2,puts,p ʊ t s,2.87,4
birtok + á,2,built,b ɪ l t,2.87,4
gyűjt + ő,2,joint,dʒ ɔɪ n t,2.87,4
hin + gton,2,think,θ ɪ ŋ k,2.87,4
ik + önyv,2,scope,s k oʊ p,2.87,4
lát + ni,2,let's,l ɛ t s,2.87,4
lép + cső,2,lips,l ɪ p s,2.87,4
meg + terv,2,meant,m ɛ n t,2.87,4
mester + e,2,meant,m ɛ n t,2.87,4
pont + ból,2,pound,p aʊ n d,2.87,4
rendel + ő,2,send,s ɛ n d,2.87,4
szer + tart,2,sent,s ɛ n t,2.87,4
szól + ás,2,self,s ɛ l f,2.87,4
eik + et,2,sticks,s t ɪ k s,2.88,5
etek + et,2,steps,s t ɛ p s,2.88,4
os + i,2,ski,s k i,2.89,8
as + i,2,ski,s k i,2.89,5
an + nyi,2,ski,s k i,2.89,4
ily + en,2,it's,ɪ t s,2.907,9
i + ek,2,it's,ɪ t s,2.907,7
iv + er,2,it's,ɪ t s,2.907,7
igy + ek,2,it's,ɪ t s,2.907,6
i + ben,2,it's,ɪ t s,2.907,5
id + en,2,it's,ɪ t s,2.907,4
ei + nek,2,cleaned,k l i n d,2.91,29
ás + a,2,stop,s t ɑ p,2.92,235
és + e,2,step,s t ɛ p,2.92,220
é + re,2,step,s t ɛ p,2.92,126
ár + a,2,stop,s t ɑ p,2.92,113
ál + koz,2,flags,f l æ g z,2.92,57
ó + ja,2,stop,s t ɑ p,2.92,47
ő + je,2,step,s t ɛ p,2.92,47
tén + et,2,turned,t ɝ n d,2.92,42
kép + es,2,keeps,k i p s,2.92,37
á + ba,2,stop,s t ɑ p,2.92,26
é + be,2,step,s t ɛ p,2.92,25
vét + el,2,votes,v oʊ t s,2.92,20
ít + ja,2,stop,s t ɑ p,2.92,19
kép + ez,2,keeps,k i p s,2.92,18
tét + el,2,tits,t ɪ t s,2.92,17
ál + doz,2,flags,f l æ g z,2.92,17
ték + el,2,takes,t eɪ k s,2.92,14
lét + es,2,let's,l ɛ t s,2.92,13
lét + ez,2,let's,l ɛ t s,2.92,13
á + ra,2,stop,s t ɑ p,2.92,13
mél + et,2,miles,m aɪ l z,2.92,12
kép + ek,2,keeps,k i p s,2.92,11
szél + es,2,self,s ɛ l f,2.92,11
száz + ad,2,stand,s t æ n d,2.92,10
ád + koz,2,styles,s t aɪ l z,2.92,10
mét + el,2,meets,m i t s,2.92,8
szám + ot,2,spent,s p ɛ n t,2.92,8
szék + ely,2,six,s ɪ k s,2.92,8
szír + oz,2,schools,s k u l z,2.92,8
ó + ra,2,stop,s t ɑ p,2.92,8
ő + be,2,step,s t ɛ p,2.92,8
ő + re,2,step,s t ɛ p,2.92,8
lép + ett,2,lips,l ɪ p s,2.92,7
szín + ek,2,sent,s ɛ n t,2.92,7
tén + el,2,turned,t ɝ n d,2.92,7
ál + ja,2,stop,s t ɑ p,2.92,7
oda + ad,2,blonde,b l ɑ n d,2.92,6
előz + ő,2,please,p l i z,2.92,5
lék + ez,2,looks,l ʊ k s,2.92,5
szág + ot,2,spent,s p ɛ n t,2.92,5
szár + az,2,schools,s k u l z,2.92,5
szék + es,2,six,s ɪ k s,2.92,5
mék + eny,2,makes,m eɪ k s,2.92,4
áll + hat,2,plant,p l æ n t,2.92,4
ély + e,2,step,s t ɛ p,2.92,4
ó + ba,2,stop,s t ɑ p,2.92,4
ott + a,2,old,oʊ l d,2.923,86
ad + ás,2,and,ʌ n d,2.923,82
oz + ás,2,old,oʊ l d,2.923,79
om + ány,2,old,oʊ l d,2.923,57
os + ság,2,old,oʊ l d,2.923,52
az + ás,2,and,ʌ n d,2.923,47
os + ít,2,old,oʊ l d,2.923,37
oz + ni,2,old,oʊ l d,2.923,33
as + ít,2,and,ʌ n d,2.923,26
aj + án,2,and,ʌ n d,2.923,23
ar + áz,2,and,ʌ n d,2.923,21
oz + za,2,old,oʊ l d,2.923,20
ad + ály,2,and,ʌ n d,2.923,17
as + ság,2,and,ʌ n d,2.923,17
ad + ék,2,and,ʌ n d,2.923,16
on + lít,2,old,oʊ l d,2.923,16
od + ás,2,old,oʊ l d,2.923,15
ad + ni,2,and,ʌ n d,2.923,12
oz + zák,2,old,oʊ l d,2.923,12
or + ná,2,old,oʊ l d,2.923,11
ol + ja,2,old,oʊ l d,2.923,10
ül + ni,2,old,oʊ l d,2.923,10
ad + ja,2,and,ʌ n d,2.923,9
oly + ás,2,old,oʊ l d,2.923,9
adá + s,2,and,ʌ n d,2.923,8
agg + ód,2,and,ʌ n d,2.923,8
ar + ít,2,and,ʌ n d,2.923,8
ok + ba,2,old,oʊ l d,2.923,8
om + ra,2,old,oʊ l d,2.923,8
oz + va,2,old,oʊ l d,2.923,8
üt + és,2,it's,ɪ t s,2.923,8
os + a,2,old,oʊ l d,2.923,7
oz + ód,2,old,oʊ l d,2.923,7
ad + ják,2,and,ʌ n d,2.923,6
an + na,2,and,ʌ n d,2.923,6
aszt + ja,2,and,ʌ n d,2.923,6
ad + ód,2,and,ʌ n d,2.923,5
alj + a,2,and,ʌ n d,2.923,5
at + ba,2,and,ʌ n d,2.923,5
at + ja,2,and,ʌ n d,2.923,5
az + ni,2,and,ʌ n d,2.923,5
ov + ál,2,old,oʊ l d,2.923,5
abb + ít,2,and,ʌ n d,2.923,4
ad + a,2,and,ʌ n d,2.923,4
al + ja,2,and,ʌ n d,2.923,4
am + ba,2,and,ʌ n d,2.923,4
arc + á,2,and,ʌ n d,2.923,4
az + za,2,and,ʌ n d,2.923,4
ol + ják,2,old,oʊ l d,2.923,4
ort + já,2,old,oʊ l d,2.923,4
ott + ja,2,old,oʊ l d,2.923,4
ül + ve,2,old,oʊ l d,2.923,4
ül + ál,2,old,oʊ l d,2.923,4
fordul + ó,2,fold,f oʊ l d,2.932,23
fordul + t,2,fold,f oʊ l d,2.932,9
büntet + ő,2,burnt,b ɝ n t,2.932,5
parkol + ó,2,punk,p ʌ ŋ k,2.932,4
od + alm,2,skull,s k ʌ l,2.933,13
ad + alm,2,skull,s k ʌ l,2.933,4
os + an,2,blonde,b l ɑ n d,2.95,52
ugy + an,2,blonde,b l ɑ n d,2.95,39
is + an,2,blonde,b l ɑ n d,2.95,20
abb + an,2,blonde,b l ɑ n d,2.95,16
ott + an,2,blonde,b l ɑ n d,2.95,10
us + an,2,blonde,b l ɑ n d,2.95,10
as + an,2,blonde,b l ɑ n d,2.95,6
i + an,2,blonde,b l ɑ n d,2.95,5
oly + an,2,blonde,b l ɑ n d,2.95,4
on + nan,2,blonde,b l ɑ n d,2.95,4
elő + ad,2,planned,p l æ n d,2.96,32
el + pusz,2,blocks,b l ɑ k s,2.96,13
el + misz,2,blocks,b l ɑ k s,2.96,5
el + hoz,2,flags,f l æ g z,2.96,4
bűn + öz,2,band,b æ n d,2.97,6
bűn + ös,2,band,b æ n d,2.97,5
ít + és,2,still,s t ɪ l,3.02,107
ít + ás,2,still,s t ɪ l,3.02,105
ség + é,2,shots,ʃ ɑ t s,3.02,67
tör + tén,2,don't,d oʊ n t,3.02,61
dolg + oz,2,called,k ɔ l d,3.02,57
ír + ás,2,flash,f l æ ʃ,3.02,50
gon + dol,2,find,f aɪ n d,3.02,49
őd + és,2,flash,f l æ ʃ,3.02,49
rend + szer,2,went,w ɛ n t,3.02,48
tart + ás,2,want,w ɑ n t,3.02,43
terv + ez,2,tells,t ɛ l z,3.02,42
oz + ott,2,small,s m ɔ l,3.02,41
é + ről,2,still,s t ɪ l,3.02,40
ság + á,2,shots,ʃ ɑ t s,3.02,39
áll + ás,2,flash,f l æ ʃ,3.02,38
gyer + mek,2,jets,dʒ ɛ t s,3.02,37
ig + az,2,please,p l i z,3.02,36
ár + ól,2,still,s t ɪ l,3.02,33
szerv + ez,2,self,s ɛ l f,3.02,32
hely + zet,2,held,h ɛ l d,3.02,31
tör + vény,2,told,t oʊ l d,3.02,31
